url,title
https://affinidipocathon.devpost.com/,Affinidi 'PoC'athon 2021: Your World Your Identity - Devpost_1
https://ahmovs.com/es/cuckold-videos,Cornudos Vídeos de Sexo @ Ah Movs Tube
https://ahorasomos.izertis.com/queres/las-10-mejores-bibliotecas-de-iconos-open-source-para-desarrolladores-y-disenadores/,Las 10 mejores bibliotecas de Iconos Open Source para desarrolladores y diseñadores - Queres Tecnologías_1
https://ai-code-reviewer.com/,AI Code Reviewer_1
https://aistudio.google.com/live,Stream Realtime | Google AI Studio_1
https://aithor.com/es-es,AITHOR Essay and Paper Writing and Paraphrasing Tool_1
https://alastria.alize.es/api/docs/,Swagger UI_1
https://alastria.io/certificacion-de-pruebas-de-la-cadena-de-custodia/,Alastria_1
https://alize-platform-api-dev.azurewebsites.net/index.html,Swagger UI_1
https://alize.es/casos-de-uso/,Casos de uso - ALIZE_1
https://analyticsinsight.net/beginners-guide-to-become-a-web3-devolper,503 Service Unavailable_1
https://andersbrownworth.com/blockchain/,Blockchain Demo_1
https://animate.style/,Animar.css | Una biblioteca multinavegador de animaciones CSS._1
https://animista.net/play/basic/slide,Animista - On-Demand CSS Animations Library_1
https://ant.design/components/layout,Layout - Ant Design_1
https://api.blockchainfue.com/doc/api,Documentación del API_1
https://app.4docent.es/ia/sdas,4Docent.es_1
https://app.algoreducation.com/maps?redirect=login,Algor Education_1
https://app.algoreducation.com/maps/home/personal-area,Crear mapas conceptuales_1
https://app.codacy.com/organizations,Codacy - Organizations_1
https://app.diagrams.net/,Diagrama sin título - draw.io_1
https://app.diagrams.net/?src=about,Diagrama sin título - diagrams.net_1
https://app.gitbook.com/o/5AROjboE4fVjTSQFdkxe/s/eTdNNMgyeNHlHmPSF5f2/,GitBooks_1
https://app.logrocket.com/quickstart,LogRocket_1
https://app.mindstudio.ai/,Agents - MindStudio_1
https://app.notnini.com/,Not Nini_1
https://app.qr-code-generator.com/manage/76812654/insights,QR Code Generator Pro_1
https://app.slidebean.com/templates/category/basic,Presentation templates Slidebean_1
https://app.uizard.io/prototypes/create-prototype-editor,Create new prototype – Uizard_1
https://appdeviajes.com/wp-admin/edit.php?post_type=page,Páginas < App Viajes — WordPress_1
https://appmap.io/docs/your-first-15-minutes-with-appmap/what-is-appmap.html,AppMap - Your first 15 minutes with AppMap - What is AppMap?_1
https://aprendejavascript.org/,Aprende JavaScript_1
https://apuntes.de/nodejs-desarrollo-web/,🔥 Apuntes de NodeJS (Desarrollo Web) en español_1
https://aragon.org/,"ARAGON - Gobernar mejor, juntos. Crea tu DAO ahora._1"
https://arc.dev/dashboard/d/featured-dev/apply,Hire Top Remote Software Developers for Full-Time Positions_1
https://atom.io/packages/react-snippets,react-snippets_1
https://atriportal.gencat.cat/siteminderagent/forms/gicar2019pc/loginCorp2019v16.fcc?TYPE=167772161&REALMOID=06-00047051-2c0f-1161-958c-802b0a340000&GUID=0&SMAUTHREASON=0&METHOD=GET&SMAGENTNAME=-SM-8lb%2fxXoApeXisjUXNeoApUsPfGupVjvfS0%2bmShEy%2fowahvICN2Hrm%2bF3Ao5QaQS2&TARGET=-SM-HTTPS%3a%2f%2fatriportal%2egencat%2ecat%2fSirhTokenHandler--web%2frestapi%2fext%2ftoken%2fgeneraAccessToken%3fapp%3datri_inet%26ts%3d1738251278260,Formulari de login GICAR_1
https://auth.pinata.cloud/realms/pinata/protocol/openid-connect/auth?client_id=pinata-app&redirect_uri=https%3A%2F%2Fapp.pinata.cloud%2Fpinmanager&state=75f317ef-12da-4e61-87d2-06df4515c9a5&response_mode=fragment&response_type=code&scope=openid%20email%20profile&nonce=bbc2d471-d524-4f50-87b7-929b18fd4879&code_challenge=Uc022Q0hJrIt_xreUE4RkYSZQSKcN2X3R-lTZEJTEco&code_challenge_method=S256,PinataAuth_1
https://automatetheboringstuff.com/,Automate the Boring Stuff with Python_1
https://aws.amazon.com/es/codewhisperer/resources/,Generador de código de IA - Características de Amazon CodeWhisperer - AWS_1
https://babeljs.io/en/repl,Babel · conversor_1
https://babeljs.io/en/repl,Babel · Conversor REACT-JSX_2
https://beta.dreamstudio.ai/dream,DreamStudio_1
https://bitbucket.org/product/,Bitbucket | Git solution for teams using Jira_1
https://bitfaktor.com/consultoria-blockchain/,Consultoría Blockchain para Empresas - Bitfaktor_1
https://blitzjs.com/,Blitz.js - The Missing Fullstack Toolkit for Next.js_1
https://blog-facialix-com.cdn.ampproject.org/v/s/blog.facialix.com/5-repositorios-de-github-que-debes-conocer-como-desarrollador/amp/?amp_gsa=1&amp_js_v=a9&usqp=mq331AQIKAGwASCAAgM%3D,5 repositorios de GitHub que debes conocer como desarrollador - Facialix_1
https://blog.bitsrc.io/7-useful-github-repositories-to-become-a-pro-react-developer-b2548e9e0c9e,"7 Useful GitHub Repositories to Become a Pro React Developer | by Adarsh gupta | Oct, 2022 | Bits and Pieces_1"
https://blog.chain.link/ways-to-use-chainlink-functions/,11 Ways To Use Chainlink Functions in Your Decentralized Applications_1
https://blog.desdelinux.net/agregar-repositorios-ppa-en-ubuntu/,Gestionar repositorios PPA en Ubuntu | Desde Linux_1
https://blog.desdelinux.net/bash-como-hacer-un-script-ejecutable/?_gl=1%2Akgcwdl%2A_ga%2AYW1wLVdwandMMDRkUGUyZncxNHVsUDhZVFVjZHhlcmdHYjJ2MGJkc09RM2I5S3dmZFUtTHN1UEhzWjBTTEVYbS1aQ00,Bash: Cómo hacer un script ejecutable | Desde Linux_1
https://blog.educalix.com/,Educalix Blog -Descarga libros_1
https://blog.ethereum.org/2014/05/06/daos-dacs-das-and-more-an-incomplete-terminology-guide/,"DAOs, DACs, DAs and More: An Incomplete Terminology Guide | Ethereum Foundation Blog_1"
https://blog.logrocket.com/build-ecommerce-app-whatsapp-cloud-api-node-js/,Build an automated ecommerce app with WhatsApp Cloud API and Node.js - LogRocket Blog_1
https://blog.logrocket.com/building-simple-login-form-node-js/,Crear un formulario de inicio de sesión simple con Node.js - LogRocket Blog_1
https://blog.logrocket.com/creating-custom-animations-tailwind-css/,Creating custom animations with Tailwind CSS - LogRocket Blog_1
https://blog.logrocket.com/crud-rest-api-node-js-express-postgresql/,"CRUD REST API with Node.js, Express, and PostgreSQL - LogRocket Blog_1"
https://blog.logrocket.com/express-middleware-a-complete-guide/,Express middleware: A complete guide - LogRocket Blog_1
https://blog.logrocket.com/multer-nodejs-express-upload-file/,Multer: Easily upload files with Node.js and Express - LogRocket Blog_1
https://blogthinkbig.com/canales-youtube-aprender-diseno-web,Canales de YouTube para aprender diseño web_1
https://bluuweb.github.io/node/,Curso Node.js | Node.js_1
https://bluuweb.github.io/node/01-fundamentos/,Fundamentos | Node.js_1
https://bluuweb.github.io/react/formularios/,Formularios | React Hooks_1
https://bnbridge.harmony.one/,bnbridge.harmony.one_1
https://bootstrapshuffle.com/es/classes,All Bootstrap CSS classes list_1
https://bootswatch.com/,Bootswatch: Free themes for Bootstrap_1
https://boxicons.com/,Boxicons : Premium web friendly icons for free_1
https://buildship.com/,BuildShip | AI API Builder_1
https://buildspace.so/,buildspace_1
https://builtwith.com//,BuiltWith Saber con que tech se construyo una WEB_1
https://buymeacoffee.com/true_coder/e/108257,🔥 Responsive 3D Parallax Website in HTML &amp; CSS &amp; JavaScript_1
https://cambiatealinux.com/particionar-el-disco-para-tener-multiples-instalaciones-de-linux,Particionar el disco para tener múltiples instalaciones de Linux - Cambiate a Linux_1
https://cams.imagetwist.com/male-cams/,Imagetwist's Free Live Sex Cams
https://caniuse.com/,"Can I use... Support tables for HTML5, CSS3, etc_1"
https://carlosazaustre.es/react-vite,Cómo iniciar un proyecto React con Vite_1
https://carontestudio.com/blog/listado-de-propiedades-css/,Listado de propiedades CSS - Blog Caronte Web Studio_1
https://carrd.co/login?r=L2Rhc2hib2FyZA%3D%3D,Log In - Carrd_1
https://ccip.chain.link/msg/0xe30faa37c8464b3ff28503bf67b6230b30ebceb9cd632a53728844cd62713cc5,CCIP Explorer | Chainlink_1
https://cdnjs.com/,cdnjs - The #1 free and open source CDN built to make life easier for developers_1
https://cdnjs.com/libraries/font-awesome,font-awesome - Libraries - cdnjs - The #1 free and open source CDN built to make life easier for developers_1
https://chain.link/,Chainlink: The Industry-Standard Web3 Services Platform_1
https://chain.link/education/blockchain-oracles,What Is an Oracle in Blockchain? » Explained | Chainlink_1
https://chain.link/hackathon,Constellation: a Chainlink Hackathon | Chainlink_1
https://chainbridge.chainsafe.io/live-evm-bridge/,Deploying Live (EVM EVM) - ChainBridge Docs_1
https://chainlinkcommunity.typeform.com/to/F9q5kXTZ?utm_source=xxxxx&utm_medium=xxxxx&utm_campaign=xxxxx&utm_term=xxxxx&utm_content=xxxxx&typeform-source=qrcode-button,Constellation: a Chainlink Hackathon | Registration form
https://chainlinklabs.com/careers,Jobs | Chainlink Labs_1
https://chat.minimax.io/?gad_source=1&gad_campaignid=22605139349&gbraid=0AAAAA-80Y0D90jEP4qit9iPC4qfEI-TVN&gclid=CjwKCAjw9anCBhAWEiwAqBJ-c-j2K4u3hkigkpWQXzhxW2BzlEUUpBX_aLi7xLVhiqSRRlbMhXhsNRoCIsAQAvD_BwE,MiniMax AI - Your Ultimate AI Assistant for Intelligent Solutions_1
https://chat.mistral.ai/chat,Le Chat - Mistral AI_1
https://chat.openai.com/?model=text-davinci-002-render-sha&AIPRM_PromptID=1794245789678301184,"AIPRM Prompt ""Hashtags Generator For LinkedIn""_1"
https://chat.qwen.ai/,Qwen_1
https://chatgpt.com/,ChatGPT_1
https://chatgpt.com/?model=auto,ChatGPT_1
https://chatgpt.com/c/67ea5c63-ea90-8005-9d37-a5a6dd7fcd25,Explicación de código PHP_1
https://checkanswers.co/2022/09/26/como-convertirse-en-desarrollador-de-software-2/?gclid=Cj0KCQjwqc6aBhC4ARIsAN06NmM3QemaBlVLQC7Q73A0mKMHSd4jcc_5zVfHi4cOSitbZoMZE6wI0wwaAuLHEALw_wcB,Cómo convertirse en desarrollador de software - Checkanswers.co_1
https://checkio.org/,CheckiO - coding games and programming challenges for beginner and advanced_1
https://chromedriver.chromium.org/downloads,ChromeDriver - WebDriver for Chrome - Downloads_1
https://cibernarium.barcelonactiva.cat/ficha-actividad?p_p_id=activityrecord_WAR_cibernariumportlet&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_activityrecord_WAR_cibernariumportlet_javax.portlet.action=registration,Adapta el WordPress a la RGPD: protecció de dades al teu web - Cibernàrium_1
https://cido.diba.cat/convenis_collectius/10308043/ensenyament-i-formacio-no-reglada-de-catalunya,Convenio Ensenyament i formació no reglada de Catalunya | Convenis col·lectius | Cercador d'Informació i Documentació Oficials (CIDO) - Diputació de Barcelona_1
https://cifovirtual.cat/login/index.php,Inicia sessió en aquest lloc | CIFOVirtual_1
https://claseflix.com/cursos/curso-de-wordpress/clases/61282037907dd30016e5bbc0,Clases - Curso de Wordpress - Claseflix_1
https://cloud.walletconnect.com/app,Projects - WalletConnect_1
https://cobalt.tools/,cobalt_1
https://code-projects.org/c/languages/project/jsprojects/,Source Code & Projects_1
https://codebeautify.org/,"Code Beautify and Code Formatter For Developers - to Beautify, Validate, Minify, JSON, XML, JavaScript, CSS, HTML, Excel and more_1"
https://codebeautify.org/pug-to-html-converter,PUG to HTML Converter Online tool_1
https://codecrypto.academy/,CodeCrypto.Academy_1
https://codecrypto.academy/topic/40-express-get-y-post-slides/,40 EXPRESS GET Y POST SLIDES – CodeCrypto Academy_1
https://codecryptoacademy.thinkific.com/courses/take/bloque-2-blockchain-technology/live-lessons/30906526-lesson-5,Bloque 2 - Blockchain Technology - CodeCrypto Academy_1
https://codecryptoacademy.thinkific.com/courses/take/bloque1-blockchainessentials/live-lessons/30905590-presentacion-del-programa,link zoom 1 clase 13 01 2021_1
https://codecryptoacademy.thinkific.com/enrollments,CodeCrypto Academy_1
https://codecryptoacademy.thinkific.com/users/sign_in,CodeCrypto Academy_1
https://codemyui.com/,CodeMyUI_1
https://codemyui.com/,CodeMyUI_2
https://codepen.io/,CodePen: proyectos para utilizar_1
https://codepen.io/?cursor=ZD0xJm89MCZwPTEmdj04NDk2NQ==,CodePen: Online Code Editor and Front End Web Developer Community_1
https://codepen.io/Anne-Remacle/pen/azzKqwv,Burger menu_1
https://codepen.io/BlogFire/pen/mdXNMVX,Pure CSS Responsive animated info card_1
https://codepen.io/create,Create - CodePen_1
https://codepen.io/creativeocean/pen/qEWOgjR,pointer position controls timeline progress_1
https://codepen.io/filipz/pen/bNNYyqE,[javascript] ❍ Circular Animations Set N°2_1
https://codepen.io/hathibelagal-dev/pen/YPPNpzE,Cards on a Carousel_1
https://codepen.io/pen,CodePen - A Pen by kiko Bonometti_1
https://codepen.io/Philip-Walsh/pen/JooPZZL,Card Glow_1
https://codepen.io/StarKnightt/pen/GggPqLM,Particles_1
https://coder.com/,Coder | Cloud Development Environment: Remote & Self Hosted_1
https://codesandbox.io/,"CodeSandbox: Code, Review and Deploy in Record Time_1"
https://codesandbox.io/s/?utm_source=landingpage,Create a new Sandbox - CodeSandbox_1
https://codesandbox.io/s/github/tannerlinsley/react-query/tree/v3/examples/simple,TanStack/query: simple - CodeSandbox_1
https://codesandbox.io/s/ljg0t8?file=/App.js&utm_medium=sandpack,CodeSandbox_1
https://codex.wordpress.org/Main_Page,3 - Main Page « WordPress Codex_1
https://codex.wordpress.org/Troubleshooting,Troubleshooting « WordPress Codex_1
https://codigofacilito.com/cursos/Python,Curso de Python Básico Gratis_1
https://codingpotions.com/bootstrap,Aprende la librería para CSS de Bootstrap desde cero_1
https://colab.research.google.com/drive/1hGjapJ9220djBUKDdBnRsp_-lVPYSlnh,Untitled0.ipynb - modelo facilitado por la comunidad_1
https://colorhunt.co/,Color Palettes for Designers and Artists - Color Hunt_1
https://community.mindstudio.ai/,MindStudio_1
https://compress.tacz.info/,3 TACZ.INFO Comprimir archivos PDF en línea de forma gratuita - COMPRESS.TACZ.INFO_1
https://conforcat.gencat.cat/ca/entitats/cercador-entitats/,Cercador d'entitats beneficiàries. Consorci per a la Formació Contínua de Catalunya_1
https://conforcat.gencat.cat/ca/Treballadors/formacio-prioritariament-adrecada-a-persones-treballadores-ocupades/Especialidades_propias/transversal-i-sectorial/,CATALOGO ESPEC FORMATIA- FICHAS CON REQUISITOSa Formació Contínua de Catalunya_1
https://conforcat.gencat.cat/ca/Treballadors/formacio-prioritariament-adrecada-a-persones-treballadores-ocupades/Especialidades_propias/transversal-i-sectorial/,TRANSVERSAL I SECTORIAL. Consorci per a la Formació Contínua de Catalunya_2
https://console.cloud.google.com/apis/credentials?hl=es-419&inv=1&invt=AbygOA&project=serene-lotus-461110-f2,Credenciales – APIs y servicios – appweb – Consola de Google Cloud_1
https://console.faceio.net/dashboard,CONSOLA FACEIO_1
https://containerd.io/,"containerd – An industry-standard container runtime with an emphasis on simplicity, robustness and portability_1"
https://copilot.github.com/,GitHub Copilot · Your AI pair programmer_1
https://courses.wesbos.com/account/access/63f71e51ad004bfcfdfaadd7/view/194837696,Courses Dashboard | Wes Bos_1
https://cpanel.infinityfree.com/,VP Login_1
https://cpanel.infinityfree.com/panel/indexpl.php?option=mysql,Mysql_1
https://createapp.dev/webpack,CREATEAPP - webpack/Parcel/Snowpack boilerplate generator_1
https://creately.com/blog/es/diagramas/tecnicas-pensamiento-creativo/,8 potentes técnicas de pensamiento creativo visual con plantillas editables_1
https://crypto-economy.com/es/chainlink-presenta-un-nuevo-protocolo-de-interoperabilidad-entre-cadenas-ccip-para-la-comunicacion-entre-cadenas/,Chainlink presenta un nuevo protocolo de interoperabilidad entre cadenas (CCIP) para la comunicación entre cadenas - Crypto Economy ESP_1
https://cryptohabanero.com/2018/12/05/funciones-en-solidity/?cn-reloaded=1,Funciones en solidity - Crypto Habanero_1
https://cryptojobslist.com/zk,Zero Knowledge Jobs in Crypto & Web3 Companies (14 New) | Crypto Jobs List_1
https://cryptopocket.io/,Cryptopocket_1
https://cryptozombies.io/es/lesson/2/chapter/4,CryptoZombies | Lesson 2 Chapter 4_1
https://cse.google.com/cse?cx=006043202724820927248%3Aippdauiducy&q=certificado+de+profesionalidad,Programmable Search Engine_1
https://css-loaders.com/clones/,The Clones CSS Loaders Collection_1
https://css-tricks.com/snippets/css/a-guide-to-flexbox/,A Complete Guide to Flexbox | CSS-Tricks - CSS-Tricks_1
https://css-tricks.com/snippets/css/complete-guide-grid/,A Complete Guide to Grid | CSS-Tricks - CSS-Tricks_1
https://cssbattle.dev/play/2,Target #2 (Carrom) - CSSBattle_1
https://cssgridgarden.com/,Grid Garden - Un juego para aprender CSS grid_1
https://cssgridgenerator.io/,CSS Grid Generator (Drag & Drop)_1
https://cssyjavascript.com.es/html/juegos-para-aprender-html-y-css/,▷ Domina HTML y CSS de forma divertida con nuestros juegos educativos_1
https://cual-es-mi-ip.online/herramientas/conversores-numericos/conversor-hexadecimal-a-decimal/,Conversor numérico HEXADECIMAL a DECIMAL | Cual es mi IP online - Como saber cual es mi IP privada y publica._1
https://curl.se/,curl_1
https://curl.se/docs/manual.html,curl - Tutorial_1
https://cursin-net.cdn.ampproject.org/v/s/cursin.net/curso-gratis-de-react-por-google-aprende-a-crear-aplicaciones-de-alto-rendimiento/amp/?amp_gsa=1&amp_js_v=a9&usqp=mq331AQIKAGwASCAAgM%3D,Curso gratis de React por Google: Aprende a crear aplicaciones de alto rendimiento - Cursin_1
https://cursin.net/fundacion-linux-te-ensena-node-js-con-su-nuevo-curso-gratis-en-linea/,Fundación Linux te enseña Node.js con su nuevo Curso Gratis en línea_1
https://daki.xn--grupodiseo-19a.es/wp-admin/admin.php?page=siteground-dashboard.php,Inicio < — WordPress_1
https://daki.xn--grupodiseo-19a.es/wp-admin/post.php?post=534&action=elementor,Editar «Home» con Elementor_1
https://dala.ai/,Dala_1
https://danimcasas.com/,"Daniel M. Casas | Consultor SEO, Web y E-commerce Barcelona_1"
https://danimcasas.com/wordpress-cibernarium/,Formación Wordpress Presencial Barcelona_1
https://dapp-learning.com/,"Dapp-Learning free & open source courses of DeFi, NFT, DAO, CRYPTO projects_1"
https://dashboard.alchemyapi.io/apps/hyuqpv6dtvz33i41,Alchemy_1
https://datatables.net/,DataTables | Javascript table library_1
https://deepai.org/?spm=a2ty_o01.29997173.0.0.6e71c921cjpXN1,DeepAI_1
https://desarrolloweb.com/,Home de DesarrolloWeb.com_1
https://desarrolloweb.com/articulos/1518.php,Índice_1
https://desarrolloweb.com/articulos/499.php,Qué es la programacion orientada a objetos_1
https://desarrolloweb.com/articulos/introduccion-objetos-javascript.html,Introducción general a los objetos en Javascript_1
https://desarrolloweb.com/articulos/primeros-pasos-express.html,Primeros pasos con Express_1
https://desarrolloweb.com/home,AYUDA Desarrolladores WEB_1
https://desarrolloweb.com/manuales/manual-javascript.html,Manual de JavaScript_1
https://desarrolloweb.com/manuales/manual-typescript.html,Manual de TypeScript_1
https://dev.chain.link/,Chainlink Dev Hub | Build Next-Gen Apps Today_1
https://dev.chain.link/products/vrf,Chainlink Dev Hub | VRF resources_1
https://dev.getmimo.com/web/50/overview,Mimo - Learn to Code_1
https://dev.to/,DEV Community 👩‍💻👨‍💻 share code_1
https://dev.to/ancelalmeida/how-to-create-smart-contracts-with-web3-2h44,How to Create Smart Contracts with Web3 - DEV Community_1
https://dev.to/nodedoctors/animated-nodejs-event-loop-phases-1mcp,Node.js visualized: Event Loop Phases - DEV Community 👩‍💻👨‍💻_1
https://dev.to/pavanbelagatti/model-context-protocol-mcp-8-mcp-servers-every-developer-should-try-5hm2,Model Context Protocol (MCP): 8 MCP Servers Every Developer Should Try! - DEV Community_1
https://devdocs.io/,DevDocs API Documentation_1
https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference,JavaScript reference - JavaScript | MDN_1
https://developer.mozilla.org/es/docs/Learn/HTML/Introduction_to_HTML/Document_and_website_structure,Estructura web y documentación - Aprende desarrollo web | MDN_1
https://developer.mozilla.org/es/docs/Learn/JavaScript/Client-side_web_APIs/Introduction,Introducción a las APIs web - Aprende sobre desarrollo web | MDN_1
https://developer.wordpress.org/,2- WordPress Developer Resources | Developer.WordPress.org_1
https://diagramadeflujo.online/diagrama-de-flujo-ejemplos/,Diagramas de flujo: ejemplos mas populares en 2020!_1
https://discord.com/channels/@me,Discord | Amigos_1
https://doc.traefik.io/traefik/getting-started/quick-start/,Traefik Getting Started Quickly - Traefik_1
https://docdownloader.com/,02 pagina de Docdownloader.com_1
https://docdownloader.com/download/laravel-493-pdf-free,03 pasar captcha y louego boton downloD_1
https://docdownloader.com/waiting/laravel-493-pdf-free?queue_id=680d0f9fa06988ae268b45a7,"04 Esperar que aparezcan los tipos de descargas(ODF, PTTX, Word) y elegir una_1"
https://docker-curriculum.com/,A Docker Tutorial for Beginners_1
https://docs.chain.link/data-feeds/getting-started,Consuming Data Feeds | Chainlink Documentation_1
https://docs.chain.link/resources/hackathon-resources,Hackathon Resources | Chainlink Documentation_1
https://docs.chain.link/resources/link-token-contracts,LINK Token Contratos | Documentación de Chainlink_1
https://docs.docker.com/,Docker Documentation | Docker Documentation_1
https://docs.docker.com/config/containers/logging/gelf/,Controlador de registro de formato extendido Graylog | Documentación acoplable_1
https://docs.docker.com/engine/reference/commandline/run/,docker run | Docker Documentation_1
https://docs.google.com/document/d/1gmEvqlSK3eWRIb-YMmN2jkIN91b9R_5wLck0dta63Do/edit,Trabajos para la semana - Documentos de Google_1
https://docs.google.com/document/d/1rYZmoAnEuEVxDkGnrUxeoMZ6iJNy-aJI5oyKOPmCels/edit,BOOTSTRAP 5 - Ejercicios CodeCrypto_1
https://docs.google.com/presentation/d/1cpGHzTuc7pCMr47ZQ0zxenTGsu97dkvRkn9FBXFQbBg/mobilepresent?slide=id.g285dc73c516_0_275,20230930 - Chainlink Workshop [External] - Presentaciones de Google
https://docs.google.com/presentation/d/e/2PACX-1vRQ5ssT21p2lr6vFgxD5_JUp3ZXePsjxVsi56ljD_UUbT2b5COSXXhDE0CsBjMBRPkVH9yofNUsvz-X/pub?start=false&loop=false&delayms=3000&slide=id.g2acdc1ce0f8_0_1142,Chainlink Bootcamp by Solange Gueiros - 2024-01 - EN - Presentaciones de Google_1
https://docs.google.com/presentation/d/e/2PACX-1vRQ5ssT21p2lr6vFgxD5_JUp3ZXePsjxVsi56ljD_UUbT2b5COSXXhDE0CsBjMBRPkVH9yofNUsvz-X/pub?start=false&loop=false&delayms=3000&slide=id.g2ad6379ad0b_0_118,Chainlink Bootcamp by Solange Gueiros - 2024-01 - EN - Presentaciones de Google_1
https://docs.google.com/presentation/d/e/2PACX-1vRYA9npW0Xg_c6_SWg2jAU7L2ti83-GY1VYKTzM1U5AgsW-0BC3xbwi__gsrsZ50Md0ja2HyadNzEPn/pub?start=false&loop=false&delayms=3000&slide=id.gf07f9a5896_4_1897,autoCOREctor - MiriadaX (Moodle version) - Presentaciones de Google_1
https://docs.google.com/presentation/d/e/2PACX-1vRYA9npW0Xg_c6_SWg2jAU7L2ti83-GY1VYKTzM1U5AgsW-0BC3xbwi__gsrsZ50Md0ja2HyadNzEPn/pub?start=false&loop=false&delayms=3000&slide=id.gf07f9a5896_4_1897,autoCOREctor - MiriadaX (Moodle version) - Presentaciones de Google_2
